code,name,outstanding,timeToMarket
600060,海信电器,13.08,19970422
603669,灵康药业,3.64,20150528
603808,歌力思,3.3,20150422
002352,顺丰控股,8.92,20100205
002607,亚夏汽车,7.05,20110810
603776,永安行,0.34,20170817
000901,航天科技,5.67,19990401
000019,深深宝Ａ,4.16,19921012
000963,华东医药,13.02,20000127
603630,拉芳家化,0.81,20170313
000777,中核科技,3.83,19970710
601888,中国国旅,19.52,20091015
300278,华昌达,2.68,20111216
002633,申科股份,1.49,20111122
603558,健盛集团,3.0,20150127
601021,春秋航空,8.0,20150121
600615,丰华股份,1.88,19920910
603080,新疆火炬,0.36,20180103
002841,视源股份,0.67,20170119
002480,新筑股份,6.41,20100921
002757,南兴装备,0.97,20150527
600630,龙头股份,4.25,19930209
000981,银亿股份,25.74,20000622
000663,永安林业,1.97,19961206
002200,云投生态,1.41,20071221
300291,华录百纳,5.97,20120209
002370,亚太药业,4.08,20100316
300162,雷曼股份,2.19,20110113
603012,创力集团,6.37,20150320
601901,方正证券,82.32,20110810
000776,广发证券,59.19,19970611
600306,商业城,1.77,20001226
002296,辉煌科技,3.17,20090929
000650,仁和药业,12.38,19961210
300244,迪安诊断,3.42,20110719
002100,天康生物,7.09,20061226
600271,航天信息,18.47,20030711
002724,海洋王,3.32,20141104
603300,华铁科技,4.05,20150529
300538,同益股份,0.24,20160826
600167,联美控股,8.22,19990128
300080,易成新能,5.02,20100625
300126,锐奇股份,2.11,20101013
600566,济川药业,8.1,20010822
000656,金科股份,52.16,19961128
002291,星期六,3.63,20090903
600023,浙能电力,136.01,20131219
002248,华东数控,3.07,20080612
002632,道明光学,5.62,20111122
002246,北化股份,4.14,20080605
002288,超华科技,8.0,20090903
600998,九州通,16.59,20101102
603393,新天然气,0.96,20160912
300351,永贵电器,2.39,20120920
600633,浙数文化,12.9,19930304
002783,凯龙股份,1.71,20151209
002010,传化智联,4.13,20040629
002173,创新医疗,2.03,20070925
600664,哈药股份,24.93,19930629
002831,裕同科技,1.19,20161216
603598,引力传媒,2.67,20150527
600580,卧龙电气,11.11,20020606
002864,盘龙药业,0.22,20171116
600570,恒生电子,6.18,20031216
300569,天能重工,1.05,20161125
002463,沪电股份,16.74,20100818
600575,皖江物流,31.25,20030328
600393,粤泰股份,9.88,20010319
002830,名雕股份,0.4,20161213
600792,云煤能源,9.9,19970123
300532,今天国际,1.2,20160818
600009,上海机场,10.93,19980218
002170,芭田股份,6.7,20070919
002641,永高股份,8.95,20111208
300325,德威新材,7.95,20120601
603960,克来机电,0.52,20170314
600116,三峡水利,9.93,19970804
300156,神雾环保,7.22,20110107
002504,弘高创意,4.15,20101118
300403,地尔汉宇,3.81,20141030
600573,惠泉啤酒,2.5,20030226
300666,江丰电子,1.16,20170615
300459,金科文化,7.73,20150515
002865,钧达股份,0.38,20170425
600699,均胜电子,9.49,19931206
600017,日照港,30.76,20061017
601799,星宇股份,2.76,20110201
603668,天马科技,1.86,20170117
000862,银星能源,5.01,19980915
600982,宁波热电,7.47,20040706
300665,飞鹿股份,0.45,20170613
600818,中路股份,2.38,19940128
002132,恒星科技,10.17,20070427
600103,青山纸业,10.62,19970703
002020,京新药业,5.09,20040715
002795,永和智控,0.64,20160428
002334,英威腾,5.78,20100113
002509,天广中茂,16.45,20101123
600518,康美药业,44.03,20010319
603506,南都物业,0.26,20180201
002747,埃斯顿,8.25,20150320
603389,亚振家居,0.63,20161215
601139,深圳燃气,28.39,20091225
000966,长源电力,11.08,20000316
600884,杉杉股份,8.22,19960130
600601,方正科技,21.95,19901219
601886,江河集团,9.41,20110818
300180,华峰超纤,6.84,20110222
600744,华银电力,8.28,19960905
600097,开创国际,2.03,19970619
002302,西部建设,10.32,20091103
002068,黑猫股份,6.07,20060915
002380,科远股份,1.43,20100331
000513,丽珠集团,4.59,19931028
600626,申达股份,7.1,19930107
300183,东软载波,2.64,20110222
000420,吉林化纤,16.63,19960802
000919,金陵药业,5.03,19991118
600731,湖南海利,3.27,19960802
002655,共达电声,3.6,20120217
600990,四创电子,1.37,20040510
600654,ST中安,7.55,19901219
600821,津劝业,4.16,19940128
002538,司尔特,6.99,20110118
603928,兴业股份,0.63,20161212
000043,中航善达,6.67,19940928
300270,中威电子,1.51,20111012
000902,新洋丰,11.68,19990408
603843,正平股份,1.93,20160905
603488,展鹏科技,0.96,20170516
002265,西仪股份,3.03,20080806
603968,醋化股份,2.04,20150518
300400,劲拓股份,1.56,20141010
600981,汇鸿集团,2.42,20040630
000801,四川九洲,10.23,19980506
603076,乐惠国际,0.19,20171113
600298,安琪酵母,8.24,20000818
300451,创业软件,3.33,20150514
300676,华大基因,0.4,20170714
002539,云图控股,4.78,20110118
002484,江海股份,7.6,20100929
002031,巨轮智能,18.91,20040816
000806,银河生物,6.98,19980416
300450,先导智能,4.57,20150518
600199,金种子酒,5.56,19980812
002652,扬子新材,4.32,20120119
002761,多喜爱,0.95,20150610
000667,美好置业,25.4,19961205
300688,创业黑马,0.17,20170810
002281,光迅科技,6.23,20090821
002063,远光软件,5.35,20060823
600276,恒瑞医药,36.62,20001018
300304,云意电气,8.39,20120321
300709,精研科技,0.22,20171019
000056,皇庭国际,2.86,19960708
600095,哈高科,3.61,19970708
002141,贤丰控股,6.37,20070720
601086,国芳集团,1.6,20170929
300112,万讯自控,1.65,20100827
600361,华联综超,6.66,20011129
600085,同仁堂,13.71,19970625
603991,至正股份,0.41,20170308
601998,中信银行,319.05,20070427
601678,滨化股份,15.44,20100223
600862,中航高科,7.91,19940520
002197,证通电子,4.35,20071218
300009,安科生物,6.55,20091030
002667,鞍重股份,1.59,20120329
300241,瑞丰光电,3.66,20110712
002314,南山控股,7.38,20091203
300509,新美星,0.5,20160425
000403,ST生化,2.65,19960628
300233,金城医药,3.55,20110622
600975,新五丰,6.53,20040609
600611,大众交通,15.63,19920807
300069,金利华电,0.92,20100421
002438,江苏神通,3.71,20100623
002728,特一药业,1.13,20140731
300475,聚隆科技,2.0,20150610
300550,和仁科技,0.29,20161018
601880,大连港,77.36,20101206
002078,太阳纸业,25.32,20061116
002714,牧原股份,6.0,20140128
300521,爱司凯,0.95,20160705
600543,莫高股份,3.21,20040324
300513,恒泰实达,0.61,20160530
300689,澄天伟业,0.17,20170809
600803,新奥股份,12.29,19940103
300448,浩云科技,2.13,20150424
300413,快乐购,2.06,20150121
002312,三泰控股,10.73,20091203
300649,杭州园林,0.32,20170505
000821,京山轻机,4.41,19980626
600346,恒力股份,9.19,20010820
002487,大金重工,5.4,20101015
603683,晶华新材,0.32,20171020
600038,中直股份,5.89,20001218
603055,XD台华新,0.68,20170921
603214,爱婴室,0.25,20180330
300035,中科电气,3.9,20091225
002023,海特高新,6.59,20040721
002007,华兰生物,8.03,20040625
000576,广东甘化,4.34,19940907
002449,国星光电,5.48,20100716
002382,蓝帆医疗,4.86,20100402
300609,汇纳科技,0.53,20170215
300723,一品红,0.4,20171116
002808,苏州恒久,0.88,20160812
600290,华仪电气,5.27,20001106
600163,中闽能源,9.99,19980602
000572,海马汽车,16.42,19940808
600978,宜华生活,14.83,20040824
002852,道道全,1.25,20170310
600917,重庆燃气,15.56,20140930
300637,扬帆新材,0.64,20170412
601126,四方股份,8.13,20101231
002230,科大讯飞,18.15,20080512
002295,精艺股份,2.31,20090929
600883,博闻科技,2.36,19951208
300153,科泰电源,3.2,20101229
603929,亚翔集成,0.97,20161230
002737,葵花药业,5.17,20141230
000703,恒逸石化,20.78,19970328
300488,恒锋工具,0.25,20150701
600939,重庆建工,4.1,20170221
000799,酒鬼酒,3.25,19970718
300347,泰格医药,3.33,20120817
000419,通程控股,5.43,19960816
600671,天目药业,1.22,19930823
300219,鸿利智汇,5.31,20110518
000078,海王生物,18.57,19981218
600191,华资实业,4.85,19981210
002741,光华科技,3.1,20150216
603600,永艺股份,2.5,20150123
002537,海联金汇,11.69,20110110
300280,南通锻压,1.28,20111229
000519,中兵红箭,7.35,19931008
300480,光力科技,0.65,20150702
603969,银龙股份,5.8,20150227
300342,天银机电,3.93,20120726
300095,华伍股份,2.28,20100728
300041,回天新材,2.59,20100108
601928,凤凰传媒,25.45,20111130
002441,众业达,3.92,20100706
002555,三七互娱,11.62,20110302
002530,金财互联,3.39,20101231
601991,大唐发电,99.94,20061220
300638,广和通,0.4,20170413
002567,唐人神,6.49,20110325
300576,容大感光,0.4,20161220
601616,广电电气,9.36,20110201
002009,天奇股份,2.71,20040629
600352,浙江龙盛,32.53,20030801
603959,百利科技,1.49,20160517
600359,新农开发,3.82,19990429
002372,伟星新材,11.73,20100318
000965,天保基建,11.1,20000406
002908,德生科技,0.33,20171020
002250,联化科技,8.89,20080619
000543,皖能电力,17.9,19931220
603589,口子窖,6.0,20150629
603626,科森科技,1.58,20170209
600482,中国动力,9.09,20040714
002130,沃尔核材,9.47,20070420
300137,先河环保,2.96,20101105
600403,大有能源,23.91,20031009
300613,富瀚微,0.13,20170220
300193,佳士科技,4.59,20110322
002564,天沃科技,6.02,20110310
002298,中电兴发,4.68,20090929
002846,英联股份,0.5,20170207
002566,益盛药业,2.25,20110318
300696,爱乐达,0.29,20170822
002483,润邦股份,5.75,20100929
002550,千红制药,9.04,20110218
600259,广晟有色,2.62,20000525
000690,宝新能源,20.39,19970128
000999,华润三九,9.78,20000309
600774,汉商集团,2.27,19961108
000536,华映科技,20.03,19931126
600330,天通股份,9.97,20010118
002214,大立科技,3.55,20080218
002360,同德化工,2.98,20100303
300339,润和软件,5.16,20120718
002156,通富微电,9.72,20070816
000877,天山股份,8.8,19990107
000929,兰州黄河,1.86,19990623
300675,建科院,0.37,20170719
603101,汇嘉时代,0.72,20160506
002205,国统股份,1.16,20080123
600115,东方航空,98.08,19971105
002150,通润装备,2.74,20070810
600343,航天动力,6.38,20030408
002706,良信电器,5.47,20140121
600143,金发科技,25.6,20040623
000681,视觉中国,2.8,19970121
300202,聚龙股份,4.12,20110415
000691,亚太实业,2.9,19970228
002735,王子新材,0.42,20141203
002732,燕塘乳业,1.56,20141205
000948,南天信息,2.46,19991014
603138,海量数据,0.34,20170306
002578,闽发铝业,5.48,20110428
601369,陕鼓动力,16.39,20100428
603828,柯利达,4.21,20150226
000065,北方国际,6.29,19980605
000767,漳泽电力,29.12,19970609
603903,中持股份,0.74,20170314
300282,三盛教育,2.23,20111229
002229,鸿博股份,4.15,20080508
600729,重庆百货,4.06,19960702
002251,步 步 高,8.19,20080619
300092,科新机电,1.67,20100708
600642,申能股份,45.52,19930416
300378,鼎捷软件,2.61,20140127
000861,海印股份,18.72,19981028
000850,华茂股份,9.43,19981007
600218,全柴动力,3.69,19981203
600676,交运股份,9.62,19930928
600517,置信电气,12.45,20031010
300681,英搏尔,0.19,20170725
603859,能科股份,0.5,20161021
600327,大东方,7.37,20020625
300259,新天科技,7.25,20110831
300125,易世达,1.73,20101013
600429,三元股份,8.85,20030915
000700,模塑科技,6.97,19970228
002678,珠江钢琴,9.54,20120530
002749,国光股份,0.82,20150320
600510,黑牡丹,7.96,20020618
300457,赢合科技,1.88,20150514
000525,红 太 阳,5.07,19931028
002274,华昌化工,4.9,20080925
002543,万和电气,3.73,20110128
300534,陇神戎发,1.84,20160913
600283,钱江水利,3.53,20001018
600622,光大嘉宝,8.69,19921203
002397,梦洁股份,4.28,20100429
002670,国盛金控,6.38,20120416
600629,华建集团,3.62,19930209
002690,美亚光电,3.27,20120731
603035,常熟汽饰,1.72,20170105
300321,同大股份,0.83,20120523
603696,安记食品,0.48,20151209
600372,中航电子,17.59,20010706
000980,众泰汽车,10.9,20000616
600262,北方股份,1.7,20000630
002685,华东重机,5.6,20120612
601588,北辰实业,26.6,20061016
300214,日科化学,3.05,20110511
000757,浩物股份,4.52,19970627
300039,上海凯宝,7.19,20100108
002514,宝馨科技,3.58,20101203
603773,沃格光电,0.24,20180417
002626,金达威,6.0,20111028
600089,特变电工,37.14,19970618
002136,安 纳 达,2.14,20070530
002322,理工环科,2.86,20091218
300094,国联水产,7.46,20100708
300654,世纪天鸿,0.35,20170926
600863,内蒙华电,58.08,19940520
300661,圣邦股份,0.32,20170606
600312,平高电气,13.57,20010221
603416,信捷电气,0.35,20161221
300171,东富龙,3.34,20110201
601929,吉视传媒,31.11,20120223
300148,天舟文化,7.64,20101215
000625,长安汽车,37.61,19970610
603887,城地股份,0.81,20161010
600535,天士力,15.13,20020823
300410,正业科技,1.85,20141231
002290,中科新材,1.64,20090903
002459,天业通联,3.87,20100810
000768,中航飞机,27.69,19970626
002788,鹭燕医药,1.06,20160218
300508,维宏股份,0.26,20160419
600279,重庆港九,6.93,20000731
002791,坚朗五金,0.8,20160329
300285,国瓷材料,4.08,20120113
603689,皖天然气,1.67,20170110
002428,云南锗业,6.44,20100608
300389,艾比森,1.64,20140801
002093,国脉科技,9.73,20061215
603168,莎普爱思,2.97,20140702
601558,ST锐电,57.07,20110113
002006,精功科技,4.55,20040625
300420,五洋停车,3.5,20150217
603986,兆易创新,2.07,20160818
300585,奥联电子,0.84,20161229
603586,金麒麟,1.0,20170406
000166,申万宏源,200.28,20150126
002189,利达光电,1.99,20071203
002863,今飞凯达,1.86,20170418
600793,宜宾纸业,1.05,19970220
002705,新宝股份,4.59,20140121
000096,广聚能源,5.11,20000724
300319,麦捷科技,4.72,20120523
600415,小商品城,54.43,20020509
002249,大洋电机,13.65,20080619
600168,武汉控股,7.1,19980427
000622,恒立实业,4.25,19961107
600098,广州发展,27.26,19970718
002687,乔治白,3.19,20120713
600053,九鼎投资,4.34,19970418
600719,大连热电,4.05,19960716
300360,炬华科技,2.75,20140121
300408,三环集团,16.42,20141203
300348,长亮科技,1.85,20120817
600855,航天长峰,3.3,19940425
002027,分众传媒,69.65,20040804
600765,中航重机,7.78,19961106
600584,长电科技,9.85,20030603
603126,中材节能,6.11,20140731
000705,浙江震元,2.82,19970410
603899,晨光文具,9.2,20150127
300169,天晟新材,2.58,20110125
002613,北玻股份,5.1,20110830
002025,航天电器,4.29,20040726
000571,新大洲Ａ,8.04,19940525
300175,朗源股份,4.62,20110215
002412,汉森制药,2.87,20100525
002052,同洲电子,7.46,20060627
603970,中农立华,0.4,20171116
300021,大禹节水,6.53,20091030
603069,海汽集团,1.74,20160712
600816,安信信托,46.73,19940128
300025,华星创业,3.89,20091030
002385,大北农,22.65,20100409
002651,利君股份,3.78,20120106
000007,全新好,3.09,19920413
002682,龙洲股份,2.88,20120612
603238,诺邦股份,0.3,20170222
600851,海欣股份,7.38,19940404
600035,楚天高速,14.91,20040310
000938,紫光股份,2.06,19991104
600333,长春燃气,5.3,20001211
600649,城投控股,24.21,19930518
600481,双良节能,16.2,20030422
300196,长海股份,2.55,20110329
600059,古越龙山,8.09,19970516
600608,ST沪科,3.18,19920327
600550,保变电气,15.35,20010228
600433,冠豪高新,12.71,20030619
300170,汉得信息,6.64,20110201
000598,兴蓉环境,29.86,19960529
002135,东南网架,6.71,20070530
603117,万林股份,2.72,20150629
002529,海源机械,2.0,20101224
002384,东山精密,7.75,20100409
002880,卫光生物,0.27,20170616
600491,龙元建设,9.48,20040524
603179,新泉股份,0.93,20170317
000828,东莞控股,10.4,19970617
002920,德赛西威,1.0,20171226
600496,精工钢构,15.1,20020605
000859,国风塑业,7.39,19981119
300611,美力科技,0.68,20170220
600311,荣华实业,6.66,20010626
000797,中国武夷,10.0,19970715
600565,迪马股份,23.66,20020723
002470,金正大,27.27,20100908
002347,泰尔股份,3.19,20100128
000987,越秀金控,5.38,20000718
300271,华宇软件,5.12,20111026
600967,内蒙一机,9.6,20040518
600526,菲达环保,5.47,20020722
600186,莲花健康,10.62,19980825
002067,景兴纸业,9.6,20060915
300693,盛弘股份,0.34,20170822
000010,美丽生态,5.22,19951027
002047,宝鹰股份,12.63,20050531
002232,启明信息,4.02,20080509
000025,特 力Ａ,2.71,19930621
600386,北巴传媒,8.06,20010216
603496,恒为科技,0.76,20170607
000715,中兴商业,2.79,19970508
600860,京城股份,3.22,19940506
002697,红旗连锁,8.64,20120905
300562,乐心医疗,0.84,20161116
600648,外高桥,9.35,19930504
601117,中国化学,49.33,20100107
000880,潍柴重机,1.35,19980402
601519,大智慧,19.88,20110128
600639,浦东金桥,7.03,19930326
600370,三房巷,7.97,20030306
002324,普利特,2.35,20091218
300498,温氏股份,35.73,20151102
002740,爱迪尔,2.84,20150122
002695,煌上煌,4.53,20120905
000546,金圆股份,5.73,19931215
603616,韩建河山,2.93,20150611
300087,荃银高科,3.53,20100526
002826,易明医药,1.32,20161209
002472,双环传动,5.45,20100910
600746,江苏索普,3.05,19960918
603789,星光农机,2.6,20150427
600385,山东金泰,1.43,20010723
000416,民生控股,5.32,19960719
603979,金诚信,5.85,20150630
002918,蒙娜丽莎,0.59,20171219
600237,铜峰电子,5.64,20000609
002734,利民股份,1.42,20150127
000836,鑫茂科技,12.08,19970929
603196,日播时尚,0.65,20170531
603336,宏辉果蔬,0.69,20161124
603033,三维股份,0.55,20161207
000875,吉电股份,19.54,20020926
002928,华夏航空,0.41,20180302
603896,寿仙谷,0.61,20170510
000428,华天酒店,7.19,19960808
000788,北大医药,5.72,19970616
603116,红蜻蜓,4.09,20150629
300034,钢研高纳,4.21,20091225
603385,惠达卫浴,2.64,20170405
600501,航天晨光,4.07,20010615
603577,汇金通,0.78,20161222
600881,亚泰集团,32.23,19951115
603916,苏博特,0.76,20171110
603516,淳中科技,0.33,20180202
002042,华孚时尚,15.18,20050427
600470,六国化工,5.22,20040305
300281,金明精机,2.21,20111229
600315,上海家化,6.71,20010315
600161,天坛生物,8.71,19980616
002107,沃华医药,3.49,20070124
603198,迎驾贡酒,8.0,20150528
002406,远东传动,4.16,20100518
000915,山大华特,2.33,19990609
600973,宝胜股份,8.95,20040802
600452,涪陵电力,1.6,20040303
000918,嘉凯城,18.04,19990720
600587,新华医疗,4.03,20020927
300301,长方集团,6.11,20120321
002893,华通热力,0.3,20170915
300252,金信诺,3.91,20110818
300338,开元股份,1.88,20120726
001965,招商公路,5.55,20171225
601789,宁波建工,9.76,20110816
002623,亚玛顿,1.6,20111013
300227,光韵达,1.52,20110608
300204,舒泰神,4.67,20110415
002403,爱仕达,2.89,20100511
603359,东珠景观,0.8,20170901
300358,楚天科技,1.5,20140121
300659,中孚信息,0.64,20170526
002478,常宝股份,6.09,20100921
000695,滨海能源,2.22,19970218
002899,英派斯,0.3,20170915
600790,轻纺城,14.66,19970228
300367,东方网力,5.49,20140129
300326,凯利泰,6.41,20120613
600475,华光股份,1.4,20030721
300359,全通教育,4.14,20140121
002062,宏润建设,9.52,20060816
300165,天瑞仪器,3.04,20110125
002017,东信和平,3.45,20040713
603056,德邦股份,1.0,20180116
603607,京华激光,0.32,20171025
000863,三湘印象,9.19,19970925
002615,哈尔斯,2.35,20110909
002818,富森美,0.92,20161109
000888,峨眉山Ａ,5.27,19971021
600845,宝信软件,5.82,19940311
000882,华联股份,24.82,19980616
601199,江南水务,9.35,20110317
000637,茂化实华,3.66,19961114
002254,泰和新材,6.11,20080625
600838,上海九百,4.01,19940224
002503,搜于特,20.24,20101117
000826,启迪桑德,11.88,19980225
002424,贵州百灵,7.32,20100603
002688,金河生物,5.33,20120713
002268,卫 士 通,8.1,20080811
300250,初灵信息,1.38,20110803
601890,亚星锚链,9.59,20101228
600132,重庆啤酒,4.84,19971030
000632,三木集团,4.65,19961121
002255,海陆重工,4.89,20080625
600533,栖霞建设,10.5,20020328
002476,宝莫股份,5.82,20100915
600422,昆药集团,6.76,20001206
600173,卧龙地产,7.25,19990415
600070,浙江富润,4.02,19970604
601515,东风股份,11.12,20120216
601238,广汽集团,60.6,20120329
002708,光洋股份,2.4,20140121
000778,新兴铸管,39.21,19970606
000785,武汉中商,2.51,19970711
600388,龙净环保,10.69,20001229
600018,上港集团,231.74,20061026
002104,恒宝股份,6.02,20070110
300154,瑞凌股份,3.14,20101229
002545,东方铁塔,6.18,20110211
002392,北京利尔,7.72,20100423
300046,台基股份,2.13,20100120
000538,云南白药,10.41,19931215
603799,华友钴业,5.86,20150129
002323,雅百特,3.18,20091218
601801,皖新传媒,19.89,20100118
002593,日上集团,4.67,20110628
002032,苏 泊 尔,5.45,20040817
002442,龙星化工,3.79,20100706
002202,金风科技,28.05,20071226
002513,蓝丰生化,2.5,20101203
000034,神州数码,3.58,19940509
000668,荣丰控股,1.47,19961210
600178,东安动力,4.62,19981014
002154,报 喜 鸟,11.14,20070816
601965,中国汽研,9.61,20120611
603557,起步股份,0.47,20170818
002490,山东墨龙,3.06,20101021
002556,辉隆股份,7.01,20110302
600825,新华传媒,10.45,19940204
600623,华谊集团,9.34,19921204
600406,国电南瑞,22.06,20031016
300328,宜安科技,4.1,20120619
300101,振芯科技,5.49,20100806
300151,昌红科技,2.87,20101222
002469,三维工程,4.63,20100908
002237,恒邦股份,8.36,20080520
002191,劲嘉股份,13.03,20071205
000407,胜利股份,7.38,19960703
000012,南 玻Ａ,17.36,19920228
000030,富奥股份,12.52,19930929
601607,上海医药,19.23,19940324
000589,黔轮胎Ａ,7.75,19960308
002420,毅昌股份,3.92,20100601
000157,中联重科,62.25,20001012
300114,中航电测,5.91,20100827
300013,新宁物流,2.35,20091030
601339,百隆东方,15.0,20120612
601212,白银有色,19.65,20170215
603268,松发股份,1.23,20150319
000552,靖远煤电,15.57,19940106
603848,好太太,0.41,20171201
300596,利安隆,1.22,20170119
002339,积成电子,3.03,20100122
300635,达安股份,0.4,20170331
300314,戴维医疗,1.89,20120508
002666,德联集团,4.44,20120327
600418,江淮汽车,18.93,20010824
600769,祥龙电业,3.75,19961101
002166,莱茵生物,3.54,20070913
600757,长江传媒,12.13,19961003
603878,武进不锈,1.01,20161219
601020,华钰矿业,2.84,20160316
603703,盛洋科技,1.09,20150423
601058,赛轮金宇,22.94,20110630
600858,银座股份,5.18,19940506
600836,界龙实业,6.63,19940224
600252,中恒集团,34.75,20001130
002363,隆基机械,3.86,20100305
000620,新华联,18.97,19961029
002243,通产丽星,3.65,20080528
600776,东方通信,9.56,19961126
002185,华天科技,21.3,20071120
002639,雪人股份,5.16,20111205
002753,永东股份,1.99,20150519
601718,际华集团,43.92,20100816
600603,广汇物流,5.04,19920113
002760,凤形股份,0.72,20150611
002178,延华智能,6.58,20071101
300377,赢时胜,4.28,20140127
600739,辽宁成大,15.3,19960819
002434,万里扬,10.19,20100618
300011,鼎汉技术,4.45,20091030
000889,茂业通信,6.22,19971218
002430,杭氧股份,8.3,20100610
600118,中国卫星,11.82,19970908
300298,三诺生物,4.05,20120319
600272,开开实业,1.6,20010228
600235,民丰特纸,3.51,20000615
600545,卓郎智能,6.76,20031203
600067,冠城大通,14.92,19970508
600182,S佳通,1.7,19990507
603520,司太立,0.65,20160309
002532,新界泵业,4.03,20101231
002558,巨人网络,4.27,20110302
000876,新 希 望,41.77,19980311
603355,莱克电气,4.01,20150513
002491,通鼎互联,11.87,20101021
002781,奇信股份,0.92,20151222
002559,亚威股份,3.06,20110303
002396,星网锐捷,5.34,20100623
300673,佩蒂股份,0.3,20170711
002654,万润科技,6.89,20120217
601969,海南矿业,19.55,20141209
002647,民盛金科,5.6,20111228
601177,杭齿前进,4.0,20101011
300581,晨曦航空,0.6,20161220
300047,天源迪科,2.83,20100120
000627,天茂集团,13.54,19961112
002812,创新股份,1.26,20160914
300502,新易盛,1.24,20160303
002586,围海股份,6.94,20110602
002637,赞宇科技,2.4,20111125
002081,金 螳 螂,25.59,20061120
600316,洪都航空,7.17,20001215
603766,隆鑫通用,20.94,20120810
002350,北京科锐,4.87,20100203
002448,中原内配,4.59,20100716
600467,好当家,14.61,20040405
300720,海川智能,0.18,20171106
300234,开尔新材,1.52,20110622
603980,吉华集团,2.46,20170615
000701,厦门信达,3.78,19970226
002275,桂林三金,5.33,20090710
002689,远大智能,9.4,20120717
002167,东方锆业,4.89,20070913
300064,豫金刚石,6.76,20100326
002608,江苏国信,5.39,20110810
002792,通宇通讯,0.71,20160328
300211,亿通科技,1.86,20110505
603030,全筑股份,5.34,20150320
600183,生益科技,21.17,19981028
603536,惠发股份,0.6,20170613
600549,厦门钨业,14.06,20021107
300700,岱勒新材,0.21,20170912
002342,巨力索具,8.81,20100126
002847,盐津铺子,0.35,20170208
601231,环旭电子,21.76,20120220
002700,新疆浩源,3.13,20120921
300345,红宇新材,3.27,20120801
300300,汉鼎宇佑,3.83,20120319
000856,冀东装备,2.27,19980813
000688,建新矿业,11.37,19970120
600381,青海春天,2.12,20010508
002481,双塔食品,11.27,20100921
300631,久吾高科,0.71,20170323
300397,天和防务,1.55,20140910
600106,重庆路桥,10.98,19970618
603338,浙江鼎力,2.27,20150325
600462,九有股份,5.34,20030903
002049,紫光国微,6.05,20050606
000729,燕京啤酒,25.09,19970716
600785,新华百货,2.26,19970108
300458,全志科技,2.95,20150515
300019,硅宝科技,2.71,20091030
600756,浪潮软件,3.24,19960923
600012,皖通高速,11.66,20030107
603966,法兰泰克,0.93,20170125
000719,中原传媒,6.67,19970331
300599,雄塑科技,0.91,20170123
600961,株冶集团,5.27,20040830
600996,贵广网络,2.98,20161226
300189,神农基因,8.83,20110316
600435,北方导航,14.89,20030704
000411,英特集团,2.07,19960716
002780,三夫户外,0.65,20151209
002579,中京电子,3.52,20110506
002790,瑞尔特,0.64,20160308
000935,四川双马,7.63,19990824
000630,铜陵有色,95.61,19961120
600833,第一医药,2.23,19940224
300396,迪瑞医疗,2.47,20140910
000502,绿景控股,1.83,19921123
300059,东方财富,41.53,20100319
002625,光启技术,4.27,20111103
600100,同方股份,29.64,19970627
300026,红日药业,23.9,20091030
000159,国际实业,4.81,20000926
600805,悦达投资,8.5,19940103
601019,山东出版,2.67,20171122
002771,真视通,0.78,20150629
300717,华信新材,0.26,20171106
601717,郑煤机,14.83,20100803
000605,渤海股份,1.95,19960913
002284,亚太股份,6.86,20090828
002269,美邦服饰,25.13,20080828
000070,特发信息,5.42,20000511
002521,齐峰新材,4.3,20101210
600758,红阳能源,6.76,19961029
600270,外运发展,9.05,20001228
600493,凤竹纺织,2.72,20040421
601872,招商轮船,47.21,20061201
000404,华意压缩,6.93,19960619
300363,博腾股份,3.08,20140129
002624,完美世界,4.66,20111028
600068,葛洲坝,46.05,19970526
300147,香雪制药,6.6,20101215
600681,百川能源,3.27,19931018
002137,麦达数字,2.83,20070613
300447,全信股份,1.6,20150422
002522,浙江众成,8.51,20101210
300237,美晨生态,11.67,20110629
300651,金陵体育,0.25,20170509
002825,纳尔股份,0.41,20161129
603933,睿能科技,0.36,20170706
300369,绿盟科技,5.98,20140129
002505,大康农业,54.85,20101118
603058,永吉股份,2.28,20161223
600897,厦门空港,2.98,19960531
603335,迪生力,1.56,20170620
300322,硕贝德,3.68,20120608
000498,山东路桥,4.41,19970609
000400,许继电气,10.08,19970418
603717,天域生态,1.22,20170327
002779,中坚科技,0.4,20151209
601333,广深铁路,56.52,20061222
002316,亚联发展,3.15,20091209
000860,顺鑫农业,5.71,19981104
002816,和科达,0.57,20161025
600824,益民集团,10.54,19940204
002003,伟星股份,6.22,20040625
000027,深圳能源,39.64,19930903
600072,中船科技,6.01,19970603
600029,南方航空,70.23,20030725
600382,广东明珠,3.42,20010118
600879,航天电子,24.13,19951115
300465,高伟达,4.27,20150528
300628,亿联网络,0.75,20170317
600307,酒钢宏兴,62.63,20001220
002267,陕天然气,11.12,20080813
002131,利欧股份,34.03,20070427
001696,宗申动力,8.92,19970306
600650,锦江投资,3.91,19930607
600713,南京医药,8.97,19960701
600114,东睦股份,6.28,20040511
600284,浦东建设,9.7,20040316
600873,梅花生物,31.08,19950217
600242,中昌数据,3.03,20001207
002215,诺 普 信,7.25,20080218
600988,赤峰黄金,14.26,20040414
603060,国检集团,0.64,20161109
002599,盛通股份,1.9,20110715
002528,英飞拓,8.39,20101224
300203,聚光科技,4.52,20110415
