code,name,outstanding,timeToMarket
000969,安泰科技,9.06,20000529
002158,汉钟精机,5.3,20070817
601949,中国出版,3.65,20170821
600077,宋都股份,13.4,19970520
600055,万东医疗,4.85,19970519
601208,东材科技,6.27,20110520
600726,华电能源,15.35,19960701
002868,绿康生化,0.38,20170503
002823,凯中精密,1.0,20161124
601966,玲珑轮胎,3.94,20160706
600200,江苏吴中,7.09,19990401
002057,中钢天源,2.99,20060802
000883,湖北能源,53.46,19980519
600717,天津港,16.75,19960614
000516,国际医学,19.33,19930809
600872,中炬高新,7.97,19950124
002755,东方新星,1.72,20150515
002701,奥瑞金,17.98,20121011
600099,林海股份,2.19,19970704
300163,先锋新材,3.3,20110113
600613,神奇制药,4.79,19920820
600159,大龙地产,8.3,19980526
002026,山东威达,3.75,20040727
300218,安利股份,2.16,20110518
002142,宁波银行,44.91,20070719
000811,冰轮环境,6.05,19980528
000026,飞亚达Ａ,3.57,19930603
601599,鹿港文化,8.73,20110527
603709,中源家居,0.2,20180208
600929,湖南盐业,1.5,20180326
601158,重庆水务,48.0,20100329
600604,市北高新,13.34,19920327
601326,秦港股份,5.58,20170816
300276,三丰智能,2.0,20111115
002220,天宝食品,5.45,20080228
600373,中文传媒,13.78,20020304
600179,安通控股,6.74,19981104
600249,两面针,5.5,20040130
002072,凯瑞德,1.76,20061018
603609,禾丰牧业,8.31,20140808
603730,岱美股份,0.48,20170728
600229,城市传媒,4.3,20000309
603977,国泰集团,1.76,20161111
600652,游久游戏,8.33,19901219
603313,梦百合,0.82,20161013
601169,北京银行,182.48,20070919
000960,锡业股份,12.09,20000221
603909,合诚股份,0.25,20160628
002328,新朋股份,3.25,20091230
000881,中广核技,3.08,19980902
300365,恒华科技,2.17,20140123
600127,金健米业,6.42,19980506
002379,宏创控股,5.97,20100331
002557,洽洽食品,5.07,20110302
300387,富邦股份,2.23,20140702
600894,广日股份,8.6,19960328
000978,桂林旅游,3.6,20000518
600983,惠而浦,5.33,20040727
300481,濮阳惠成,1.2,20150630
002910,庄园牧场,0.47,20171031
300455,康拓红外,5.0,20150515
601188,龙江交通,13.16,20100319
000905,厦门港务,5.31,19990429
600257,大湖股份,4.27,20000612
603920,世运电路,1.28,20170426
600305,恒顺醋业,7.84,20010206
600658,电子城,11.19,19930524
600926,杭州银行,14.87,20161027
002416,爱施德,11.73,20100528
002748,世龙实业,2.4,20150319
002526,山东矿机,8.88,20101217
000760,斯太尔,6.54,19970627
000638,万方发展,3.09,19961126
300199,翰宇药业,5.64,20110407
600761,安徽合力,7.4,19961009
601689,拓普集团,2.45,20150319
603128,华贸物流,9.55,20120529
002561,徐家汇,3.97,20110303
600576,祥源文化,4.8,20030220
300726,宏达电子,0.4,20171121
002364,中恒电气,5.2,20100305
002258,利尔化学,5.24,20080708
600527,江南高纤,12.03,20031127
002661,克明面业,3.27,20120316
600783,鲁信创投,7.44,19961225
002772,众兴菌业,3.6,20150626
300159,新研股份,9.51,20110107
002743,富煌钢构,3.32,20150217
601968,宝钢包装,8.33,20150611
600171,上海贝岭,6.74,19980924
603181,皇马科技,0.5,20170824
002583,海能达,10.48,20110527
600612,老凤祥,3.17,19920814
600177,雅戈尔,35.81,19981119
603260,合盛硅业,0.7,20171030
603042,华脉科技,1.01,20170602
601127,小康股份,1.8,20160615
600368,五洲交通,11.26,20001221
000702,正虹科技,2.67,19970318
000521,美菱电器,8.02,19931018
000058,深 赛 格,5.38,19961226
600509,天富能源,9.06,20020228
603161,科华控股,0.33,20180105
600398,海澜之家,44.93,20001228
002381,双箭股份,2.32,20100402
000153,丰原药业,3.12,20000920
600285,羚锐制药,5.35,20001018
603919,金徽酒,1.16,20160310
002004,华邦健康,17.28,20040625
000928,中钢国际,7.43,19990312
600123,兰花科创,11.42,19981217
603517,绝味食品,1.64,20170317
002109,兴化股份,5.45,20070126
603083,剑桥科技,0.24,20171110
600090,同济堂,7.03,19970616
002216,三全食品,5.71,20080220
000582,北部湾港,2.63,19951102
600993,马应龙,4.3,20040517
600162,香江控股,23.74,19980609
300213,佳讯飞鸿,3.76,20110505
300017,网宿科技,16.08,20091030
600119,长江投资,3.07,19980115
600007,中国国贸,10.07,19990312
603716,塞力斯,0.96,20161031
000619,海螺型材,3.6,19961023
002177,御银股份,6.45,20071101
601985,中国核电,155.65,20150610
002479,富春环保,7.3,20100921
600637,东方明珠,26.27,19930316
600980,北矿科技,1.43,20040512
300737,科顺股份,1.53,20180125
300334,津膜科技,2.75,20120705
600190,锦州港,17.79,19990609
300432,富临精工,3.77,20150319
002365,永安药业,2.38,20100305
601106,中国一重,65.38,20100209
603628,清源股份,0.89,20170112
601866,中远海发,79.32,20071212
600356,恒丰纸业,2.99,20010419
603088,宁波精达,1.12,20141111
002368,太极股份,4.0,20100312
601366,利群股份,4.75,20170412
300686,智动力,0.31,20170804
601952,苏垦农发,4.09,20170515
000920,南方汇通,4.22,19990616
300436,广生堂,1.12,20150422
002631,德尔未来,6.47,20111111
603926,铁流股份,0.65,20170510
603618,杭电股份,6.87,20150217
002066,瑞泰科技,2.31,20060823
300105,龙源技术,5.13,20100820
600592,龙溪股份,4.0,20020805
300589,江龙船艇,0.6,20170113
300446,乐凯新材,1.18,20150423
002307,北新路桥,8.92,20091111
300587,天铁股份,0.42,20170105
002642,荣之联,4.96,20111220
603005,晶方科技,1.72,20140210
600064,南京高科,12.36,19970506
000718,苏宁环球,22.89,19970408
000503,国新健康,8.99,19921130
600738,兰州民百,4.21,19960802
300119,瑞普生物,2.05,20100917
300610,晨化股份,0.5,20170213
002551,尚荣医疗,4.08,20110225
000830,鲁西化工,14.64,19980807
002297,博云新材,3.97,20090929
603306,华懋科技,2.77,20140926
002391,长青股份,2.38,20100416
002329,皇氏集团,5.14,20100106
600170,上海建工,84.87,19980623
600025,华能水电,18.0,20171215
000722,湖南发展,4.64,19970522
000068,华控赛格,10.07,19970611
600712,南宁百货,5.38,19960626
600105,永鼎股份,9.9,19970929
002489,浙江永强,18.76,20101021
600882,广泽股份,4.03,19951206
603877,太平鸟,1.99,20170109
601010,文峰股份,18.48,20110603
002340,格林美,31.14,20100122
600853,龙建股份,5.37,19940404
000716,黑芝麻,5.81,19970418
600008,首创股份,48.21,20000427
000570,苏常柴Ａ,4.11,19940701
603656,泰禾光电,0.63,20170321
603319,湘油泵,0.57,20161130
002658,雪迪龙,3.04,20120309
000547,航天发展,9.66,19931130
600827,百联股份,15.43,19940204
002759,天际股份,1.26,20150528
002527,新时达,4.22,20101224
000541,佛山照明,10.72,19931123
300251,光线传媒,27.52,20110803
002912,中新赛克,0.27,20171121
000952,广济药业,2.52,19991112
600320,振华重工,27.68,20001221
300140,中环装备,2.45,20101112
600288,大恒科技,4.37,20001129
600829,人民同泰,5.8,19940224
600379,宝光股份,2.36,20020116
603595,东尼电子,0.25,20170712
600936,广西广电,11.96,20160815
300318,博晖创新,5.7,20120523
603806,福斯特,5.23,20140905
000900,现代投资,15.17,19990128
002305,南国置业,16.23,20091106
002375,亚厦股份,12.52,20100323
002402,和而泰,7.19,20100511
300623,捷捷微电,0.98,20170314
300664,鹏鹞环保,0.8,20180105
002320,海峡股份,5.58,20091216
300215,电科院,5.97,20110511
002862,实丰文化,0.31,20170411
000401,冀东水泥,13.47,19960614
600820,隧道股份,31.44,19940128
600770,综艺股份,13.0,19961120
600725,ST云维,12.32,19960702
002351,漫步者,2.99,20100205
600834,申通地铁,4.77,19940224
600802,福建水泥,3.82,19940103
603958,哈森股份,0.66,20160629
603289,泰瑞机器,0.66,20171031
600488,天药股份,9.61,20010618
000607,华媒控股,8.85,19960830
600841,上柴股份,5.22,19940311
000958,东方能源,6.66,19991223
601200,上海环境,6.72,20170331
002060,粤 水 电,12.02,20060810
600986,科达股份,5.4,20040426
600169,太原重工,25.64,19980904
000970,中科三环,10.65,20000420
600269,赣粤高速,23.35,20000518
000899,赣能股份,6.47,19971126
600513,联环药业,2.85,20030319
002709,天赐材料,1.79,20140123
002664,长鹰信质,3.35,20120316
000612,焦作万方,11.9,19960926
300575,中旗股份,0.34,20161220
300168,万达信息,10.23,20110125
603661,恒林股份,0.25,20171121
300023,宝德股份,1.44,20091030
002140,东华科技,4.4,20070712
603861,白云电器,1.21,20160322
002452,长高集团,3.7,20100720
600767,ST运盛,3.41,19961115
601777,力帆股份,12.37,20101125
600456,宝钛股份,4.3,20020412
002153,石基信息,4.84,20070813
600577,精达股份,19.55,20020911
600080,金花股份,3.05,19970612
600108,亚盛集团,19.47,19970818
600661,新南洋,2.59,19930614
002540,亚太科技,7.05,20110118
600995,文山电力,4.79,20040615
002717,岭南股份,5.31,20140219
002600,领益智造,13.28,20110715
002277,友阿股份,14.17,20090717
300406,九强生物,3.16,20141030
000809,铁岭新城,8.25,19980616
300262,巴安水务,4.56,20110916
002433,太安堂,6.92,20100618
600822,上海物贸,3.96,19940204
603099,长白山,2.67,20140822
600505,西昌电力,3.65,20020530
300277,海联讯,3.34,20111123
002073,软控股份,7.49,20061018
600360,华微电子,7.38,20010316
603987,康德莱,1.9,20161121
002827,高争民爆,0.63,20161209
603817,海峡环保,1.8,20170220
603318,派思股份,3.61,20150424
600409,三友化工,20.37,20030618
300103,达刚路机,2.51,20100812
600624,复旦复华,6.85,19930105
601128,常熟银行,9.97,20160930
601107,四川成渝,21.63,20090727
002446,盛路通信,4.24,20100713
000906,浙商中拓,5.56,19990707
600614,鹏起科技,12.91,19920828
603998,方盛制药,4.25,20141205
601958,金钼股份,32.27,20080417
000911,南宁糖业,3.24,19990527
000721,西安饮食,4.36,19970430
300392,腾信股份,2.59,20140910
002393,力生制药,1.82,20100423
600187,国中水务,14.56,19981111
300516,久之洋,0.47,20160602
600959,江苏有线,38.85,20150428
002039,黔源电力,3.05,20050303
603726,朗迪集团,0.33,20160421
600137,浪莎股份,0.97,19980416
600396,金山股份,11.65,20010328
000897,津滨发展,16.17,19990422
002046,轴研科技,3.41,20050526
300703,创源文化,0.3,20170919
300421,力星股份,1.21,20150217
600979,广安爱众,7.18,20040906
300207,欣旺达,11.32,20110421
603858,步长制药,3.28,20161118
002801,微光股份,0.29,20160622
603363,傲农生物,0.6,20170926
600864,哈投股份,15.78,19940809
000758,中色股份,19.69,19970416
600295,鄂尔多斯,6.12,20010426
600107,美尔雅,3.6,19971106
600210,紫江企业,15.17,19990824
600336,澳柯玛,7.32,20001229
002087,新野纺织,8.16,20061130
002832,比音勒芬,0.79,20161223
603208,江山欧派,0.31,20170210
600255,梦舟股份,17.7,20001122
300117,嘉寓股份,7.14,20100902
300027,华谊兄弟,19.2,20091030
300145,中金环境,7.41,20101209
600353,旭光股份,5.44,20021120
002628,成都路桥,7.25,20111103
002144,宏达高科,1.37,20070803
603567,珍宝岛,8.49,20150424
603633,徕木股份,0.83,20161117
300341,麦迪电气,3.69,20120726
000600,建投能源,10.9,19960606
600594,XD益佰制,7.92,20040323
601163,三角轮胎,2.8,20160909
600900,长江电力,115.06,20031118
603098,森特股份,0.75,20161216
002785,万里石,0.97,20151223
603881,数据港,1.28,20170208
002404,嘉欣丝绸,3.99,20100511
603189,网达软件,1.1,20160914
002019,亿帆医药,7.08,20040713
600819,耀皮玻璃,7.47,19940128
300240,飞力达,3.65,20110706
002378,章源钨业,9.23,20100331
603229,奥翔药业,0.54,20170509
300571,平治信息,0.69,20161213
002703,浙江世宝,4.5,20121102
002149,西部材料,4.25,20070810
000837,秦川机床,5.83,19980928
600874,创业环保,10.87,19950630
300344,太空智造,2.05,20120801
600243,青海华鼎,2.37,20001120
000601,韶能股份,10.8,19960830
600101,明星电力,3.24,19970627
002225,濮耐股份,6.5,20080425
000548,湖南投资,4.99,19931220
600831,广电网络,5.63,19940224
000066,中国长城,24.91,19970626
603006,联明股份,0.71,20140630
300102,乾照光电,6.82,20100812
002036,联创电子,3.95,20040903
002455,百川股份,3.16,20100803
300045,华力创通,3.66,20100120
300016,北陆药业,2.54,20091030
300190,维尔利,7.11,20110316
000665,湖北广电,6.36,19961210
603639,海利尔,0.54,20170112
002765,蓝黛传动,2.55,20150612
601116,三江购物,4.02,20110302
600616,金枫酒业,5.15,19920929
603222,济民制药,3.2,20150217
002439,启明星辰,5.75,20100623
603316,诚邦股份,1.05,20170619
600619,海立股份,4.61,19921116
002354,天神娱乐,5.55,20100209
300223,北京君正,1.2,20110531
603041,美思德,0.47,20170330
600595,中孚实业,17.42,20020626
600120,浙江东方,6.65,19971201
002467,二六三,6.29,20100908
600111,北方稀土,36.33,19970924
300182,捷成股份,13.91,20110222
600139,西部资源,6.62,19980225
300417,南华仪器,0.29,20150123
002718,友邦吊顶,0.26,20140128
603596,伯特利,0.41,20180427
002344,海宁皮城,12.71,20100126
000421,南京公用,5.73,19960806
603225,新凤鸣,1.19,20170418
300254,仟源医药,1.56,20110819
000581,威孚高科,8.36,19980924
000488,晨鸣纸业,11.05,20001120
300220,金运激光,1.25,20110525
000561,烽火电子,5.94,19940509
600063,皖维高新,19.26,19970528
300449,汉邦高科,1.01,20150422
000032,深桑达Ａ,2.79,19931028
600723,首商股份,6.58,19960716
002163,中航三鑫,8.03,20070823
603680,今创集团,0.42,20180227
002266,浙富控股,16.32,20080806
000530,大冷股份,5.99,19931208
002315,焦点科技,1.26,20091209
600908,无锡银行,8.04,20160923
603167,渤海轮渡,4.81,20120906
600480,凌云股份,3.62,20030815
603298,杭叉集团,1.71,20161227
600732,ST新梅,4.46,19960816
002542,中化岩土,6.84,20110128
600292,远达环保,7.81,20001101
300195,长荣股份,3.04,20110329
002546,新联电子,7.82,20110211
603036,如通股份,0.51,20161209
300133,华策影视,12.2,20101026
000040,东旭蓝天,10.6,19940808
000782,美达股份,4.46,19970619
603345,安井食品,1.23,20170222
600275,ST昌鱼,5.09,20000810
600220,江苏阳光,17.83,19990927
600026,中远海能,27.36,20020523
000099,中信海直,6.06,20000731
300526,中潜股份,0.6,20160802
300077,国民技术,5.42,20100430
002362,汉王科技,1.78,20100303
002091,江苏国泰,9.68,20061208
002325,洪涛股份,9.21,20091222
603100,川仪股份,2.59,20140805
603136,天目湖,0.2,20170927
600602,云赛智联,8.8,19901219
002677,浙江美大,2.83,20120525
000550,江铃汽车,5.18,19931201
002145,中核钛白,10.95,20070803
000031,中粮地产,18.14,19931008
600868,梅雁吉祥,18.98,19940912
000923,河北宣工,1.98,19990714
600843,上工申贝,3.05,19940311
300161,华中数控,1.65,20110113
000417,合肥百货,7.79,19960812
603017,中衡设计,2.75,20141231
002373,千方科技,8.39,20100318
000524,岭南控股,2.72,19931118
300273,和佳股份,5.62,20111026
600817,ST宏盛,1.56,19940128
002534,杭锅股份,7.28,20110110
600798,宁波海运,10.31,19970423
600747,ST大控,10.64,19960916
300079,数码科技,12.09,20100430
002506,协鑫集成,25.24,20101118
000652,泰达股份,14.74,19961128
603186,华正新材,0.74,20170103
600714,金瑞矿业,2.88,19960606
600021,上海电力,8.56,20031029
600963,岳阳林纸,10.43,20040525
002190,成飞集成,3.45,20071203
600192,长城电工,4.42,19981224
600426,华鲁恒升,16.15,20020620
300496,中科创达,2.29,20151210
600010,包钢股份,316.77,20010309
002786,银宝山新,1.37,20151223
000766,通化金马,5.73,19970430
600309,万华化学,27.34,20010105
603677,奇精机械,0.55,20170206
603882,金域医学,0.69,20170908
300222,科大智能,3.27,20110525
000759,中百集团,6.81,19970519
000635,英 力 特,3.03,19961120
600557,康缘药业,5.99,20020918
600775,南京熊猫,6.72,19961118
603737,三棵树,0.42,20160603
600301,ST南化,2.35,20000712
300399,京天利,1.34,20141009
603885,吉祥航空,17.97,20150527
000926,福星股份,9.48,19990618
002471,中超控股,12.59,20100910
300433,蓝思科技,6.7,20150318
300386,飞天诚信,2.31,20140626
600691,阳煤化工,17.56,19931119
300248,新开普,3.08,20110729
000520,长航凤凰,10.12,19931025
000517,荣安地产,30.36,19930806
000089,深圳机场,20.51,19980420
300414,中光防雷,1.57,20150513
002681,奋达科技,7.23,20120605
603020,爱普股份,3.2,20150325
002157,正邦科技,21.41,20070817
002415,海康威视,79.07,20100528
600508,上海能源,7.23,20010829
300626,华瑞股份,0.94,20170320
600233,圆通速递,7.83,20000608
600166,福田汽车,66.7,19980602
002037,久联发展,3.27,20040908
600782,新钢股份,27.87,19961225
603728,鸣志电器,1.76,20170509
002394,联发股份,3.24,20100423
300492,山鼎设计,0.25,20151223
300051,三五互联,2.45,20100211
603218,日月股份,0.99,20161228
001896,豫能控股,9.3,19980122
000017,深中华A,3.03,19920331
002242,九阳股份,7.67,20080528
300474,景嘉微,0.67,20160331
600561,江西长运,2.37,20020716
600355,精伦电子,4.92,20020613
300268,佳沃股份,0.98,20110927
600096,云天化,11.22,19970709
300375,鹏翎股份,2.42,20140127
600128,弘业股份,2.47,19970901
600502,安徽水利,9.11,20030415
601028,玉龙股份,7.83,20111107
600846,同济科技,6.25,19940311
300702,天宇股份,0.45,20170919
603333,明星电缆,5.2,20120507
300201,海伦哲,8.9,20110407
002236,大华股份,17.02,20080520
002056,横店东磁,16.43,20060802
600523,贵航股份,4.04,20011227
600421,ST仰帆,1.96,20040607
300043,星辉娱乐,9.09,20100120
603869,北部湾旅,2.68,20150326
603655,朗博科技,0.27,20171229
603356,华菱精工,0.33,20180124
600479,千金药业,3.66,20040312
600239,云南城投,16.06,19991202
600662,强生控股,10.53,19930614
300443,金雷风电,1.59,20150422
000685,中山公用,12.53,19970123
600088,中视传媒,3.98,19970616
300652,雷迪克,0.3,20170516
002429,兆驰股份,39.73,20100610
002671,龙泉股份,3.38,20120426
002186,全 聚 德,3.06,20071120
600152,维科技术,2.93,19980609
600856,中天能源,11.34,19940425
603599,广信股份,1.36,20150513
002663,普邦股份,11.89,20120316
002283,天润曲轴,11.25,20090821
600203,福日电子,3.6,19990514
300063,天龙集团,4.11,20100326
000610,西安旅游,2.35,19960926
600056,中国医药,10.12,19970515
603066,音飞储存,1.38,20150611
600857,宁波中百,2.24,19940425
600617,国新能源,8.98,19921013
601518,吉林高速,12.13,20100319
300191,潜能恒信,2.07,20110316
002111,威海广泰,2.85,20070126
000005,世纪星源,9.51,19901210
300489,中飞股份,0.72,20150701
000599,青岛双星,6.28,19960430
002875,安奈儿,0.39,20170601
002887,绿茵生态,0.4,20170801
000997,新 大 陆,9.31,20000807
601919,中远海控,76.36,20070626
002466,天齐锂业,11.36,20100831
000061,农 产 品,16.95,19970110
300577,开润股份,0.64,20161221
002495,佳隆股份,6.82,20101102
601579,会稽山,4.0,20140825
300441,鲍斯股份,2.48,20150423
002435,长江润发,3.12,20100618
300591,万里马,1.09,20170110
002155,湖南黄金,12.02,20070816
002038,双鹭药业,5.67,20040909
000568,泸州老窖,14.02,19940509
600528,中铁工业,18.38,20010528
000927,一汽夏利,15.95,19990727
000338,潍柴动力,43.15,20070430
000559,万向钱潮,27.53,19940110
603028,赛福天,1.16,20160331
002730,电光科技,2.9,20141009
300036,超图软件,3.28,20091225
002585,双星新材,8.52,20110602
300005,探路者,6.41,20091030
002293,罗莱生活,7.0,20090910
000985,大庆华科,1.3,20000726
600779,水井坊,4.89,19961206
603663,三祥新材,0.49,20160801
002079,苏州固锝,7.26,20061116
300331,苏大维格,1.31,20120628
300106,西部牧业,2.1,20100820
002407,多氟多,5.44,20100518
300024,机器人,15.14,20091030
002805,丰元股份,0.53,20160707
002034,旺能环境,0.9,20040826
601168,西部矿业,23.83,20070712
600653,申华控股,17.46,19901219
300246,宝莱特,1.08,20110719
600812,华北制药,16.31,19940114
603660,苏州科达,2.38,20161201
601216,君正集团,84.38,20110222
603023,威帝股份,3.6,20150527
300531,优博讯,1.22,20160809
603676,卫信康,0.63,20170721
002069,獐子岛,6.87,20060928
000917,电广传媒,12.95,19990325
300658,延江股份,0.42,20170602
600416,湘电股份,8.81,20020718
300287,飞利信,11.19,20120201
002562,兄弟科技,4.96,20110310
601377,兴业证券,66.97,20101013
603178,圣龙股份,0.5,20170328
603131,上海沪工,0.5,20160607
300733,西菱动力,0.4,20180116
603608,天创时尚,1.27,20160218
300556,丝路视觉,0.62,20161104
601828,美凯龙,3.15,20180117
603898,好莱客,0.91,20150217
600730,中国高科,5.87,19960726
600814,杭州解百,7.15,19940114
600909,华安证券,27.02,20161206
600839,四川长虹,46.14,19940311
600184,光电股份,4.19,20031106
600997,开滦股份,12.35,20040602
600196,复星医药,19.1,19980807
002195,二三四五,42.3,20071212
600704,物产中大,13.38,19960606
000712,锦龙股份,8.95,19970415
600647,同达创业,1.39,19930504
300231,银信科技,3.38,20110615
601877,正泰电器,17.29,20100121
603797,联泰环保,0.53,20170413
002094,青岛金王,5.99,20061215
002001,新 和 成,18.24,20040625
300275,梅安森,1.19,20111102
000592,平潭发展,19.13,19960327
603067,振华股份,1.56,20160913
000839,中信国安,39.19,19971031
000890,法 尔 胜,3.8,19990119
601011,宝泰隆,13.68,20110309
601900,南方传媒,1.76,20160215
300382,斯莱克,3.81,20140129
002638,勤上股份,9.79,20111125
600020,中原高速,22.47,20030808
600706,曲江文旅,1.78,19960516
002417,深南股份,2.24,20100601
601002,晋亿实业,7.93,20070126
600696,ST岩石,3.41,19931206
300138,晨光生物,3.75,20101105
002535,林州重机,5.36,20110111
600459,贵研铂业,3.39,20030516
600366,宁波韵升,9.88,20001030
600400,红豆股份,20.3,20010108
600039,四川路桥,30.2,20030325
300519,新光药业,0.99,20160624
603698,航天工程,4.12,20150128
002253,川大智胜,2.09,20080623
600599,熊猫金控,1.66,20010828
000586,汇源通信,1.93,19951220
600692,亚通股份,2.55,19931119
002151,北斗星通,2.55,20070813
002742,三圣股份,2.67,20150217
000413,东旭光电,40.95,19960925
603233,大参林,0.4,20170731
000751,锌业股份,14.1,19970626
600015,华夏银行,128.23,20030912
600635,大众公用,24.19,19930304
300053,欧比特,4.94,20100211
603380,易德龙,0.48,20170622
300583,赛托生物,0.34,20170106
002012,凯恩股份,4.68,20040705
300052,中青宝,2.6,20100211
300002,神州泰岳,13.94,20091030
300249,依米康,3.03,20110803
002494,华斯股份,2.95,20101102
603778,乾景园林,2.26,20151231
600605,汇通能源,1.47,19920327
600640,号百控股,5.89,19930407
603139,康惠制药,0.54,20170421
002282,博深工具,1.84,20090821
603357,设计总院,0.81,20170801
603000,人民网,11.06,20120427
300018,中元股份,3.46,20091030
000736,中交地产,4.46,19970425
300066,三川智慧,9.58,20100326
603883,老百姓,2.67,20150423
300530,达志科技,0.21,20160809
002605,姚记扑克,2.67,20110805
002196,方正电机,3.12,20071212
300445,康斯特,0.88,20150424
002444,巨星科技,10.12,20100713
600721,百花村,3.03,19960626
600919,江苏银行,60.08,20160802
002187,广百股份,3.42,20071122
601788,光大证券,39.07,20090818
603050,科林电气,0.8,20170414
002212,南洋股份,6.48,20080201
002793,东音股份,0.64,20160415
600976,健民集团,1.53,20040419
603203,快克股份,0.53,20161108
002523,天桥起重,11.75,20101210
600620,天宸股份,6.87,19921117
002033,丽江旅游,5.49,20040825
000931,中 关 村,7.02,19990712
002722,金轮股份,1.11,20140128
600876,洛阳玻璃,2.62,19951031
002738,中矿资源,1.31,20141230
603063,禾望电气,0.6,20170728
600560,金自天正,2.24,20020919
300329,海伦钢琴,2.51,20120619
603328,依顿电子,9.92,20140701
002105,信隆健康,3.69,20070112
300313,天山生物,1.82,20120425
603015,弘讯科技,4.0,20150303
600830,香溢融通,4.54,19940224
600219,南山铝业,70.88,19991223
600004,白云机场,20.69,20030428
600727,鲁北化工,3.51,19960702
300129,泰胜风能,4.91,20101019
002824,和胜股份,0.74,20170112
300662,科锐国际,0.45,20170608
600815,厦工股份,9.59,19940128
300084,海默科技,3.1,20100520
600248,延长化建,6.08,20000622
600628,新世界,5.32,19930119
603860,中公高科,0.17,20170802
300349,金卡智能,3.36,20120817
002659,凯文教育,3.1,20120309
002201,九鼎新材,3.12,20071226
002088,鲁阳节能,2.08,20061130
603612,索通发展,0.6,20170718
603022,新通联,2.0,20150518
603879,永悦科技,0.81,20170614
601211,国泰君安,75.16,20150626
002204,大连重工,19.31,20080116
300330,华虹计通,1.68,20120619
300205,天喻信息,4.25,20110421
601636,旗滨集团,25.77,20110812
002917,金奥博,0.28,20171208
603368,柳药股份,2.05,20141204
300535,达威股份,0.53,20160812
300236,上海新阳,1.9,20110629
002811,亚泰国际,0.45,20160908
603888,新华网,1.76,20161028
603922,金鸿顺,0.32,20171023
600933,爱柯迪,1.38,20171117
002174,游族网络,5.77,20070925
300380,安硕信息,0.71,20140128
000609,中迪投资,2.69,19961010
600589,广东榕泰,6.62,20010612
300741,华宝股份,0.62,20180301
000858,五 粮 液,37.96,19980427
300033,同花顺,2.64,20091225
002544,杰赛科技,5.12,20110128
600707,彩虹股份,7.36,19960520
002533,金杯电工,5.14,20101231
002048,宁波华翔,4.61,20050603
600363,联创光电,4.43,20010329
002280,联络互动,18.5,20090821
002024,苏宁易购,50.49,20040721
300416,苏试试验,0.77,20150122
300057,万顺股份,2.94,20100226
300307,慈星股份,7.93,20120329
000762,西藏矿业,4.76,19970708
600688,上海石化,73.29,19931108
600992,贵绳股份,2.45,20040514
603177,德创环保,0.62,20170207
300099,精准信息,3.92,20100806
300503,昊志机电,1.03,20160309
300428,四通新材,1.38,20150319
002015,霞客环保,4.01,20040708
603326,我乐家居,0.64,20170616
603200,上海洗霸,0.25,20170601
600674,川投能源,44.02,19930924
600875,东方电气,19.97,19951010
002591,恒大高新,1.82,20110621
300007,汉威科技,2.27,20091030
002568,百润股份,3.66,20110325
300075,数字政通,2.76,20100427
300493,润欣科技,1.55,20151210
600958,东方证券,51.88,20150323
002803,吉宏股份,0.46,20160712
002548,金新农,3.11,20110218
002758,华通医药,1.79,20150527
601101,昊华能源,12.0,20100331
600651,飞乐音响,9.85,19901219
002736,国信证券,82.0,20141229
600458,时代新材,6.61,20021219
603538,美诺华,0.75,20170407
300528,幸福蓝海,1.52,20160808
002837,英维克,0.68,20161229
300533,冰川网络,0.36,20160818
600195,中牧股份,4.3,19990107
300305,裕兴股份,2.3,20120329
300289,利德曼,3.21,20120216
002425,凯撒文化,8.04,20100608
300712,永福股份,0.35,20171031
600331,宏达股份,20.32,20011220
300032,金龙机电,7.89,20091225
600865,百大集团,3.76,19940809
300419,浩丰科技,2.27,20150122
002541,鸿路钢构,3.71,20110118
002355,兴民智通,3.9,20100209
600966,博汇纸业,13.37,20040608
002601,龙蟒佰利,7.02,20110715
300430,诚益通,1.55,20150319
600463,空港股份,3.0,20040318
300210,森远股份,3.52,20110426
000680,山推股份,10.57,19970122
603678,火炬电子,4.51,20150126
600861,北京城乡,3.17,19940520
600755,厦门国贸,18.16,19961003
603360,百傲化学,0.56,20170206
000528,柳 工,11.25,19931118
600743,华远地产,23.46,19960909
000623,吉林敖东,10.95,19961028
600511,国药股份,2.78,20021127
000798,中水渔业,3.19,19980212
603566,普莱柯,3.21,20150518
300684,中石科技,0.22,20171227
601999,出版传媒,5.51,20071221
000728,国元证券,29.46,19970616
600126,杭钢股份,9.27,19980311
603588,高能环境,6.54,20141229
600489,中金黄金,34.51,20030814
002733,雄韬股份,3.12,20141203
000021,深科技,14.69,19940202
603585,苏利股份,0.54,20161214
300022,吉峰农机,3.21,20091030
600530,交大昂立,7.8,20010702
300245,天玑科技,2.17,20110719
000988,华工科技,8.91,20000608
300265,通光线缆,3.37,20110916
002645,华宏科技,2.53,20111220
601007,金陵饭店,3.0,20070406
002272,川润股份,3.18,20080919
002101,广东鸿图,4.26,20061229
000425,徐工机械,69.94,19960828
300669,沪宁股份,0.26,20170629
002389,南洋科技,5.37,20100413
603701,德宏股份,0.7,20160412
002443,金洲管道,5.03,20100706
600326,西藏天路,8.65,20010116
603617,君禾股份,0.25,20170703
000753,漳州发展,8.84,19970626
000049,德赛电池,2.05,19950320
000961,中南建设,37.0,20000301
601198,东兴证券,27.58,20150226
